eng,dzo,eng_to_dzo,dzo_to_eng
"The stretch between Point Marion and Fairmont presents the most challenging driving conditions on the Buffalo-Pittsburgh Highway, passing frequently through isolated backwoods terrain.",བ་ཕེ་ལོ་དང་ པི་ཊར་བརཀ་གི་གཞུང་ལམ་ཁར་ པོ་ཡིནཊ་མ་རི་ཡོན་དང་ ཕེར་མོནཊ་གི་བར་ན་ལུ་ འཕྲལ་ཕྲལ་རང་ མཐའ་ཟུར་གྱི་ས་གནས་ཚུ་ནང་ལས་ཕར་ སྣུམ་འཁོར་བཏང་འགྱོ་ནི་འདི་ གདོང་ལེན་སྦོམ་སྦེ་རང་ཡོདཔ་ཨིན་མས།,Point Marion དང་ Fairmont གི་བར་ནའི་ས་ཁོངས་འདི་གིས་ Buffalo-Pittsburgh གཞུང་ལམ་བདའ་སྟེ་ སྣུམ་འཁོར་བཏང་ནི་གི་གནས་སྟངས་འདི་ གདོང་ལེན་ཅན་ཅིག་སྦེ་སྟོནམ་ཨིན།,"On the Buffalo-Petersburg highway between Point Marion and Fremont, driving through the often-remote areas is a challenge."
"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.",ག་དེ་ཅིག་འབད་ མཐའ་ཟུར་གྱི་ལམ་བདའ་སྟེ་ སྣུམ་འཁོར་བདའ་འའགྱོ་ནི་ནང་ ཉམས་མྱོང་མེད་པ་ཅིན་ ལམ་གཟར་དྲགས་དང་ རྒྱ་ཆུང་ཀུ་ དེ་ལས་ འགོར་བལྟབ་ཚུ་སེམས་ཁར་བཞག་དགོ,ཁྱོད་ཀྱིས་ གྲོང་གསེབ་ཀྱི་ལམ་ཚུ་ནང་ སྣུམ་འཁོར་བཏང་མ་བཏུབ་པ་ཅིན་ ཁྱོད་རའི་སྐོར་ལས་ ཤེས་རབ་བཞག་དགོ།,"If you’re inexperienced driving off-road, keep in mind the steep, narrow, and slow roads."
Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.,སྣུམ་འཁོར་གྱི་ཤུགས་ཚད་འདི་ མང་ཤོས་རང་ དུས་ཡུན་ཆུ་ཚོད་རེ་གི་ནང་ལུ་ ཀི་ལོ་མི་ཀྲར་༥༦དང་༦༤གི་བར་ན་ལུ་འོང་དོ་ཡོདཔ་ལས་ གཞན་མི་ས་སྒོ་ཚུ་དང་ཕྱདཔ་ད་ལུ་ དམའ་སུ་ཅིག་ཨིནམ་མ་ཚད་ འདི་ལུ་དམ་དམ་སྦེ་རང་གནས་དགོཔ་འདི་ཡང་ མེད་ཐབས་མེདཔ་ཅིག་ཨིན་མས།,མགྱོགས་ཚད་ཚད་གཞི་འདི་ ཧེ་མ་དང་ ཤུལ་མའི་དབྱེ་ཁག་ཚུ་དང་ཕྱདཔ་ད་ མཐོང་གསལ་ཅན་ཅིག་སྦེ་ མར་ཕབ་འགྱོ་སྟེ་ཡོདཔ་ཨིན།,"Vehicle speeds are usually between 56 and 64 km/h, which is lower than elsewhere, and strict adherence to the speed limit is indispensable."
"Curiously, though, mobile phone service is much stronger here than along many other stretches of the route, e.g. the Pennsylvania Wilds.",ཨིན་རུང་ འགྲུལ་འཕྲིན་གྱི་རྒྱུན་ལམ་འདི་ དཔེར་ན་ པེནསི་ལ་བི་ནི་ཡ་བཟུམ་ གཞན་མི་ས་སྒོ་ཚུ་དང་ཕྱད་པ་ཅིན་ གནམ་མེད་ས་མེད་ ལེགས་ཤོམ་ཡོདཔ་ཨིན་མས།,དེ་འབདཝ་ད་ འགྲུལ་འཕྲིན་གྱི་ཞབས་ཏོག་འདི་ གཞན་མི་ལམ་གྱི་ས་ཁོངས་ཚུ་དང་ཕྱདཔ་ད་ལུ་ ཤུགས་ཆེཝ་སྦེ་ཡོདཔ་ཨིན། the པེན་སིལ་ཝེ་ནི་ཡ་ཝའིལ་ཌི།,"However, cell phone coverage is much better compared to other places like Pennsylvania, for example."
"German pastries are quite good, and in Bavaria, are quite rich and varied, similar to those of their southern neighbor, Austria.",ཇར་མ་ནི་ལུ་ བག་ལེབ་ཞིམ་ཏོང་ཏོ་ཐོབ་ཨིན། དེ་གི་ནང་ལས་ བ་བཱ་རི་ཡ་ལུ་ཐོབ་མི་ཚུ་འདི་ ཁོང་གི་ཁྱིམ་ཚང་རྒྱལ་ཁབ་ ཨོས་ཊི་རི་ཡ་ནང་ཐོབ་དོ་བཟུམ་སྦེ་ བྲོཝ་གི་ཐད་ཁར་ཕྱུག་པའི་ཁར་ བག་ལེབ་ཡང་མ་འདྲཝ་ལེ་ཤ་ཐོབ་ཨིན།,ཇར་མ་ནི་གི་བག་ལེབ་ཚུ་ ལེགས་ཤོམ་སྦེ་ཡོདཔ་ད་ བཱ་ཝ་རི་ཡ་ལུ་ བཞེས་སྒོ་ཚུ་ ལྷོ་ཕྱོགས་ཀྱི་ཁྱིམ་ཚང་ཨཱསི་ཊི་ཡ་དང་ཅོག་འཐདཔ་སྦེ་ ཧ་ཅང་གིས་ ཕྱུགཔོ་དང་ མ་འདྲཝ་སྦེ་ཡོདཔ་ཨིན།,"Germany gets delicious bread. Of these, the ones you get in Bavaria are as rich in flavor as you get in their neighboring country, Austria, and you get a lot of different breads."
"Fruit pastries are common, with apples cooked into pastries year round, and cherries and plums making their appearances during the summer.",ཤིང་འབྲས་ཀྱི་བག་ལེབ་ཐད་ཁར་ལྷོདཔ་ད་ ཨེ་པཱལ་གྱི་བག་ལེབ་འདི་ ལོ་གཅིག་ཧྲིལ་བུམ་སྦེ་ཐོབ་ཚུགས་རུང་ ཅེ་རི་དང་ཅུ་གླི་གི་བག་ལེབ་འདི་ གནམ་བྱཱར་ལུ་མཐོངམ་ཨིན།,ཤིང་འབྲས་ཀྱི་བཞེས་སྒོ་ཚུ་ ཡོངས་གྲགས་ཡོདཔ་ད་ ལོ་བསྟར་བཞིན་དུ་ ཨེ་པཱལ་ཚུ་ བཞེས་སྒོ་བཟོ་སྟེ་ བཞེས་སྒོ་འབདཝ་ཨིནམ་ད་ གནམ་དགུན་ལུ་ ཅེར་རི་དང་ པ་ལམ་ཚུ་ མཐོང་སྣང་བྱུངམ་ཨིན་པས།,"When it comes to fruit cakes, apple cakes are available year-round, while cherry and chug cakes are found in the spring."
"Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.",ཇར་མ་ནི་ལུ་ མེ་ནང་བསྲེག་སྟེ་བཟོ་མི་རྫས་ཀྱི་རིགས་ མང་ཤོས་ཅིག་ནང་ལུ་ རྒྱ་གར་གྱི་སྟར་གོ་ ཧ་རྫས་དང་ དེ་ལས་ ཤིང་ལས་ཐོན་མི་སྟར་གོ་ཚུ་མཐོངམ་ཨིན། ཡོངས་གྲགས་ཅན་གྱི་མངར་རྫས་ཚུ་ འཕྲལ་འཕྲལ་རང་ ཀཱ་ཕི་དང་གཅིག་ཁར་མཐུནམ་ཨིན།,ཇར་མ་ནི་གི་བཞེས་སྒོ་མང་ཤོས་ཅིག་ནང་ ཨ་ལཱོན་དང་ ཧེ་ཟལ་ནཊ་ དེ་ལས་ ཤིང་གི་ནཊ་གཞན་ཚུ་ཡང་ཡོདཔ་ཨིན། ཡོངས་གྲགས་ཅན་གྱི་ཀེག་ཚུ་ འཕྲལ་འཕྲལ་རང་ དམིགས་བསལ་གྱིས་ ཀོ་ཕི་ཤུགས་ཅན་གྱི་ཕོརཔ་གཅིག་དང་གཅིག་ཁར་ ལེགས་ཤོམ་སྦེ་ ཆ་སྒྲིག་འབདཝ་ཨིན།,"In Germany, the most common types of baked goods are found in Indian starch, carbohydrates, and plant-derived starch. Popular spices are often paired with coffee."
"If you want some small though rich pastries, try what depending on region are called Berliner, Pfannkuchen or Krapfen.",ག་དེམ་ཅིག་སྦེ་ ཁྱོད་བག་ལེབ་ཆུང་ཀུ་ དེ་འབདཝ་ད་བྲོཝ་ཡོད་མི་ཅིག་དགོ་པ་ཅིན་ ལུང་ཕྱོགས་དང་འཁྲིལ་ཏེ་ བར་ལི་ནཱར་ ཕེན་ཀུ་ཅཱན་ཡང་ན་ ཀ་རབ་ཕཱན་ཚུ་ནང་བལྟ་དགོ།,"གལ་ཏེ་ཁྱོད་ཀྱིས་ བག་ལེབ་ཆུང་ཀུ་འབད་རུང་ ཕྱུགཔོ་སྦེ་དགོ་པ་ཅིན་ ལུང་ཕྱོགས་དང་འཁྲིལ་ཏེ་ Berliner, Pfannkuchen ཡང་ན་ Krapfen ཟེར་སླབ་མི་ཚུ་ འབད་རྩོལ་བསྐྱེད།","If you want a smaller but tasty loaf of bread, look into Berliner fan kuchan or crab fans, depending on the region."
"A curry is a dish based on herbs and spices, together with either meat or vegetables.",ཚོདམ་འདི་ སྔོ་ཤིང་དང་རྫས་སྦྱོར་ དེ་ལས་ ཤའི་རིགས་དང་ཡང་ན་ ཚོད་བསྲེ་སླ་བསྲེ་སྟེ་ བཟོ་མི་གི་བཞེས་སྒོ་ཅིག་ཨིན།,ཀ་རི་ཟེར་མི་འདི་ ཤ་དང་ཚོད་བསྲེ་གཉིས་ཆ་ར་དང་གཅིག་ཁར་ སྨན་རིགས་དང་ མར་ཁུ་ཚུ་ལུ་གཞི་བཞག་སྟེ་ བཞེས་སྒོ་འབད་མི་ཅིག་ཨིན།,"A sauce is a dish made from a mixture of plants, spices, meat, or vegetables."
"A curry can be either ""dry"" or ""wet"" depending on the amount of liquid.",ཚོདམ་ནང་ལུ་ཆུ་ཡོདཔ་མེདཔ་དང་འཁྲིལ་ཏེ་ ཚོདམ་འདི་སྐམ་ཀྲོ་ཀྲོ་དང་ཡང་ན་ ཆུ་ཡོདཔ་སྦེ་ཡང་བཙོ་བཏུབ་ཨིན།,"ཀ་རི་འདི་ ཁུ་བ་ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན་ལུ་གཞི་བཞག་སྟེ་ ""སྐམ་"" ཡང་ན་ ""རློནམ་"" འོངམ་ཨིན།","Depending on the amount of water in the sauce, the sauce can be cooked either with dry crackers or with water."
"In inland regions of Northern India and Pakistan, yogurt is commonly used in curries; in Southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.",བྱང་ཕྱོགས་རྒྱ་གར་དང་པ་ཀིསི་ཏཱན་གྱི་རྒྱལ་ཁབ་སྦུག་ལུ་ཡོད་མི་ས་གནས་ཚུ་ནང་ ཞོ་འདི་མང་ཆེ་ཤོས་ཅིག་ཚོདམ་ནང་ལུ་ལག་ལེན་འཐབ་ཨིན། ལྷོ་ཕྱོགས་རྒྱ་གར་དང་ དེ་ལས་ གླིང་ཕྲན་ནང་ཡོད་མི་ རྒྱ་མཚོ་མཐའ་མའི་ས་སྒོ་གཞན་ཚུ་ནང་ བེ་ཏའི་ཨོམ་འདི་ ཁྱབ་ཆེ་སུ་སྦེ་ལག་ལེན་འཐབ་ཨིན།,བྱང་ཕྱོགས་རྒྱ་གར་དང་པཱ་ཀིསི་ཏན་གྱི་ནང་ཁུལ་གྱི་ལུང་ཕྱོགས་ཚུ་ནང་ མར་ཁུ་འདི་ སྤྱིར་བཏང་ལུ་ ཀ་རི་ནང་ལུ་ལག་ལེན་འཐབ་ཨིན། ལྷོ་རྒྱ་གར་དང་ གླིང་ཕྲན་གྱི་མཚོ་མཐའི་ལུང་ཕྱོགས་ལ་ལུ་ཅིག་ནང་ ཀོ་ཀོ་ནཱཊ་གི་ཆུམ་འདི་ ཡོངས་གྲགས་སྦེ་ ལག་ལེན་འཐབ་དོ་ཡོདཔ་ཨིན།,"In the central parts of northern India and Pakistan, rice is mostly used in soups. Beta milk is widely used in Southern India, as well as in other oceanic parts of the subcontinent."
"With 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.",མཚོ་གླིང་ ༡༧༠༠༠ གདམ་ཁ་འབད་ཡོད་ས་ལས་ ལུང་ཕྱོགས་དང་རྒྱལ་ཁབ་ཀྱི་བཞེས་སྒོ་སྣ་ཚོགས་ཚུ་ མང་ཤོས་རང་ཨིན་ཌོ་ནི་ཞི་ཡ་བཞེས་སྒོའི་འོག་ལུ་ཚུདཔ་ཨིན།,མཚོ་གླིང་༡༧༠༠༠ གདམ་ཁ་རྐྱབ་ཚུགས་པའི་ ཨིན་ཌོ་ནེ་ཤི་ཡ་གི་ཟ་འཐུང་འདི་ རྒྱལ་ཁབ་ནང་འཁོད་ལུ་ མཐོང་ཚུགས་པའི་ ལུང་ཕྱོགས་ཟ་འཐུང་མ་འདྲཝ་ཚུ་ ཁྱབ་ཚུགས་པའི་ མིང་ཚིག་ཅིག་ཨིན།,"With 17,000 islands to choose from, a variety of regional and national cuisines fall mostly under Indonesian Xiao Cuisine."
"But, if used without further qualifiers, the term tends to mean the food originally from the central and eastern parts of the main island Java.",དེ་འབདཝ་ད་ ཨིན་ཌོ་ནི་ཞི་ཡན་བཞེས་སྒོ་ཟེར་མི་མིང་འདི་ དབྱེ་བ་མ་ཤེས་པ་ལག་ལེན་འཐབ་པ་ཅིན་ བཞེས་སྒོ་འབྱུང་ས་འདི་ ཇ་བཱ་མཚོ་གླིང་གི་དབུས་ཕྱོགས་དང་ཤར་ཕྱོགས་ཀྱི་ས་གནས་འབད་ཧ་གོཝ་ཨིན།,དེ་འབདཝ་ད་ མིང་ཚིག་འདི་ ཁྱད་ཚད་གཞན་མེད་པར་ ལག་ལེན་འཐབ་པ་ཅིན་ ཇ་བ་གླིང་ཕྲན་ངོ་མ་གི་ དབུས་ཕྱོགས་དང་ཤར་ཕྱོགས་ཁ་ཐུག་ལས་ ཟ་འཐུང་ཚུ་ ངོ་མ་སྦེ་ ཐོན་མི་ལུ་ གོཝ་ཨིན་མས།,"However, if the name Indonesian Xiyan cuisine is used indiscriminately, then the origin of the cuisine is understood to be the central and eastern regions of the island of Java."
"Now widely available throughout the archipelago, Javanese cuisine features an array of simply seasoned dishes, the predominant flavorings the Javanese favor being peanuts, chillies, sugar (especially Javanese coconut sugar) and various aromatic spices.",ཇ་བཱ་གི་བཞེས་སྒོ་འདི་ མཚོ་གླིང་སྡེ་ཚན་ག་ར་ནང་ཐོབ་ཚུགས་པའི་ཁར་ ཇ་བཱ་གི་བཞེས་སྒོ་འདི་ རྫས་སྦྱོར་ཅན་གྱི་བཞེས་སྒོ་ཅིག་ཨིན་པའི་ཁར་ བཞེས་སྒོ་གི་བྲོཝ་ཚུ་ཡང་ ཇ་བཱའི་མི་ཚུ་གི་དགའ་མི་ཟས་ བ་དམ་ ཨེར་མ་ གུ་རམ་ (དེའི་ནང་ལས་ བེ་ཏའི་གུ་རམ་་དང་དྲིམ་ཞིམ་པའི་རྫས་སྦྱོར) ཚུ་བླུགཔ་ཨིན།,ད་རེས་ མཚོ་གླིང་འདི་ནང་ལུ་ ཁྱབ་ཆེཝ་སྦེ་རང་ ཐོབ་ཚུགས་དོ་ཡོདཔ་ད་ Javanese གི་ཟ་འཐུང་ནང་ལུ་ དུས་ཚོད་དང་བསྟུན་པའི་ བཞེས་སྒོ་མ་འདྲཝ་ཚུ་ཡོདཔ་ད་ Javanese གི་ཟ་འཐུང་འདི་ སྲནམ་དང་ ཚལ་ལུ་ དེ་ལས་ གུ་རམ་དང་ དྲི་ཞིམ་གྱི་མར་ཁུ་མ་འདྲཝ་ཚུ་ཨིན་མས།,"Java soup is available in all island groups and is a chemical soup that adds spices to the dish, including almonds, erma, ginger (among them beta sugar and aromatic soybeans)."
Stirrups are supports for the rider's feet that hang down on either side of the saddle.,ཡོབ་འདི་ རྟའི་སྒ་གུ་དཔྱངས་ཏེ་ཡོད་མི་ རྟ་གུར་བཞོནམ་ད་ རྐངམ་བདེ་ཏོག་ཏོ་སྦེ་བཞག་ནིའི་དོན་ལུ་རྒྱབ་སྐྱོར་འབདཝ་ཨིན།,རྐངམ་འདི་ རྟ་གི་ཕྱོགས་གཉིས་ཆ་རའི་ནང་ མར་འཕྱར་ཏེ་ཡོད་མི་ རྐངམ་བཏང་མི་ལུ་ རྒྱབ་སྐྱོར་འབདཝ་ཨིན།,Job is supported to keep his feet healthy as he rides on a horse hanging from a saddle.
They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them.,ཡོབ་ལུ་བརྟེན་རྟ་གུར་བཞོནམ་ད་ སྒྲིང་སྒྲིང་སྦེ་བཞོན་ཚུགས་ནི་ཨིན་རུང་ རྟ་གུར་བཞོན་མི་མི་གི་རྐངམ་འདི་ ཐོག་ལུས་ནིའི་ཉེན་ཁ་ཡང་ཡོདཔ་ལས་ ཉེན་སྲུང་གི་ཚ་གྱང་ཡང་ཡོདཔ་ཨིན།,དེ་ཚུ་གིས་ བཞོན་མི་ལུ་ བརྟན་ཏོག་ཏོ་སྦེ་ བྱིན་དོ་ཡོདཔ་ཨིན་རུང་ བཞོན་མི་གི་རྐངམ་ཚུ་ དེ་ཚུ་ནང་ བཀག་བཞག་ནི་གི་ འོས་འབབ་ཡོདཔ་ལས་ ཉེན་སྲུང་གི་ ཚ་གྱང་ཚུ་ འབྱུང་སྲིད་ནི་ཨིན་པས།,"Jobs can help you ride a horse with stability, but there is also a risk of the rider's feet getting stuck, which is a safety concern."
"If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken.",ག་དེམ་ཅིག་འབད་ རྟ་གུར་བཞོན་མི་འདི་ རྟ་གིས་ཐུག་བཀོ་སྟེ་ མི་གི་རྐངམ་འདི་ཡོམ་ནང་ལུ་ཚུད་སོང་བ་ཅིན་ རྟ་རྒྱུག་པའི་སྐབས་ མི་འདི་ཡང་འདྲུད་འཐེན་ཏེ་འབག་འགྱོ་འོང་། དེ་བཟུམ་གྱི་ཉེན་ཁ་འདི་མར་ཕབ་འབད་ནིའི་དོན་ལུ་ ཉེན་སྲུང་གི་ཐབས་ལམ་དག་པ་ཅིག་སྒྲིག་སྟེ་ཡོདཔ་ཨིན།,གལ་སྲིད་ རྟ་གུ་བཞོན་མི་ཅིག་ རྟ་ལས་ བཀོ་བཞག་རུང་ རྐངམ་འདི་ རྟ་གི་མགུ་ཏོ་ནང་ བཀག་བཞག་པ་ཅིན་ རྟ་འདི་ བྲོས་འགྱོ་བ་ཅིན་ འདྲུད་བཏང་ཚུགས་ནི་ཨིན་མས། ཉེན་ཁ་འདི་མར་ཕབ་འབད་ནིའི་དོན་ལུ་ ཉེན་སྲུང་གི་ཐབས་ལམ་ལེ་ཤ་ཅིག་རང་ བཏོན་ཚུགས།,"If a horse pushes a rider off a horse and his foot gets caught in the earthquake, the rider will be dragged away while running. There are a few safety measures in place to reduce such risk."
"First, most riders wear riding boots with a heel and a smooth, quite narrow, sole.",དང་པ་རང་ རྟ་གུར་བཞོན་མི་མང་ཤོས་ཅིག་གིས་རང་ལྷམ་རྟིངམ་རིངམོ་ཡོད་མི་དང་ ལྷམ་མཐིལ་འདི་ ཆུང་ཀུ་དང་འཇམ་ཅུག་ཅུ་ཡོད་མི་བཙུགསཔ་ཨིན།,དང་པ་ བཞོན་མི་མང་ཤོས་ཅིག་གིས་ རྐངམ་དང་ འཇམ་པོ་ དེ་ལས་ ཧ་ཅང་གིས་ རྒྱ་ཆུང་ཀུ་སྦེ་ བཞོན་པའི་ རྐང་ཆས་ཚུ་ གྱོནམ་ཨིན།,"First, most riders wear shoes with long heels and small, light heels."
"Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.",དེ་ལས་ སྒ་ལ་ལུ་ དེ་གི་ནང་ལས་ ཕྱི་གླིང་པའི་སྒ་ཚུ་ནང་ཉེན་སྲུང་གི་ཐབས་ལམ་ཡོདཔ་ཨིན། དེ་ཡང་ རྟ་གུར་བཞོན་མི་འདི་ རྟ་གུ་ལས་བུད་ཡར་སོང་པ་ཅིན་ བུད་འགྱོ་མི་གི་ཤུགས་ལུ་བརྟེན་ ཀོཝ་གི་ཡོབ་དེ་ཡང་ཐོན་འགྱོཝ་ཨིན།,དེ་ལས་ གདན་ཁྲི་ལ་ལུ་ཅིག་ དམིགས་བསལ་གྱིས་ ཨིང་ལིཤ་གི་གདན་ཁྲི་ཚུ་ལུ་ ཉེན་སྲུང་གི་ཐགསཔ་ཡོདཔ་ལས་ གལ་སྲིད་ གདན་ཁྲི་ལས་ མར་ཕབ་འགྱོ་མི་གིས་ རྒྱབ་ཁར་འཐེན་པ་ཅིན་ གདན་ཁྲི་ལས་ ལྤགས་ཀོ་འདི་ མར་ཕབ་འགྱོ་བཅུགཔ་ཨིན།,"Then the skeleton has a safety mechanism in the alien skeleton. If the rider falls off the horse, the force of the fall also removes the hoof."
"Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.",ཀོ་ཀ་མོ་ལུང་གཤོང་དེ་ནང་ ཅི་ལེ་ཟེར་མི་རྒྱལ་ཁབ་ཀྱི་ རི་འཛེགས་སའི་ས་སྒོ་གལ་ཆེ་ཤོས་ ལྷོ་ཕྱོགས་ཨེ་མེ་རི་ཀཱའི་ཡོ་སེ་མའིཊ་ཟེར་མི་ནང་ རྡོ་ཁྲ་ཅན་གྱིས་བཟོ་མི་གྱང་དང་བྱག་ཚུ་ཡོདཔ་ཨིན།་,Cochamó Valley - ཆི་ལི་གི་ ལྷོ་ཨ་མི་རི་ཀའི་ Yosemite ཟེར་མི་ རི་འཛེག་སའི་ ས་སྒོ་གཙོ་བོ་ཅིག་ཨིནམ་ད་ དེ་ནང་ རྡོ་རིང་སྦོམ་དང་ རྡོ་རིང་མ་འདྲཝ་ཚུ་ཡོདཔ་ཨིན།,"The Cocamo Valley is home to Chile's most important climbing site, the South American Yosemite."
Summits include breath-taking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.,རིའི་རྩེ་ཚུ་ལས་མཐོང་སྣང་ ཧ་ལས་སི་སི་ཚུ་མཐོངམ་ཨིན། རི་གུར་འཛེགས་མི་ འཛམ་གླིང་ནང་གི་མི་འདི་ཚུ་གིས་ རྒྱུན་མ་ཆད་པར་ ལམ་གསརཔ་ཚུ་བཟོཝ་ཨིན།,དབུ་རྩེ་ཚུ་ནང་ རི་རྩེ་ལས་ དབུགས་གཏོང་ལེན་གྱི་མཐོང་སྣང་ཚུ་ཚུདཔ་ཨིན། འཛམ་གླིང་གི་ས་གནས་ག་རའི་ནང་ལས་ རི་འཛེགས་མི་ཚུ་གིས་ འཕྲོ་མཐུད་དེ་རང་ གྱང་འདི་གི་ འོས་འབབ་མེད་པའི་ ལམ་གསརཔ་ཚུ་ གཞི་བཙུགས་འབད་དོ་ཡོདཔ་ཨིན།,There are amazing views from the tops of the mountains. These people of the world who climb mountains are constantly creating new routes.
"Downhill snowsports, which include skiing and snowboarding, are popular sports involving sliding down snow-covered terrain with skis or a snowboard attached to your feet.",ཁཝ་ནང་ལུ་མར་འབབ་འགྱོ་མི་གི་རྩེདམོ་ ཨིསི་ཀི་ཡིང་དང་ཨིསི་ནོ་བོར་དྲིང་ཚུ་ཡོངས་གྲགས་ཡོད་པའི་ཁར་ རྩེདམོ་ཚུ་ནང་ ཁཝ་ཆགས་ཏེ་ཡོད་པའི་རི་གུ་ལས་ རྐངམ་གུ་སྤང་ལེབ་སྦྱར་སྦེ་འབབ་དགོ།,གངས་རི་མར་འབབ་པའི་ ཁཝ་རྩེད་རིགས་ནང་ གངས་རི་བརྒལ་ནི་དང་ གངས་རི་བརྒལ་ནི་ཚུ་ ཡོངས་གྲགས་ཅན་གྱི་ རྩེད་རིགས་ཅིག་ཨིནམ་ད་ དེ་ཡང་ གངས་རི་བརྒལ་བའི་ ས་ཁོངས་ནང་ གངས་རི་བརྒལ་ནི་དང་ ཡང་ན་ རྐངམ་ལུ་ ཁཝ་བརྐྱབ་ནི་ཚུ་ བཙུགས་ཏེ་ འགྱོ་ནི་ཚུ་ཨིན་པས།,"Snowboarding and snowboarding are popular sports, including skiing and snowboarding."
"Skiing is a major travelling activity with many enthusiasts, occasionally known as ""ski bums,"" planning entire vacations around skiing at a particular location.",ཨིསི་ཀི་ཡིང་ཟེར་མི་འདི་ འགྲོ་འགྲུལ་འབད་དགོ་པའི་ལཱ་སྦོམ་ཤོས་ཅིག་ཨིན་པའི་ཁར་ རྩེདམོ་དེ་ནང་སྤྲོ་བ་ཡོད་མི་མི་ ཨིསི་ཀི་བཱམས་ཟེར་མི་ཚུ་གིས་ ཁོང་རའི་ངལ་གསོ་ག་ར་ ས་སྒོ་ཅིག་ནང་ཨིསི་ཀི་ཡིང་གི་དོན་ལུ་ འཆར་གཞི་བརྩམ་ཨིན།,"གངས་རི་བརྒལ་ནི་འདི་ འགྲུལ་སྐྱོད་ཀྱི་ལས་རིམ་གཙོ་བོ་ཅིག་ཨིནམ་དང་ འདི་ཡང་ འཕྲལ་འཕྲལ་སྐབས་ ""གངས་ཤུད་རྐྱབ་མི་"" ཟེར་སླབ་ཨིན།","Skiing is one of the biggest activities that requires travel, and people who are interested in that game, called Ski Bums, plan their entire vacation for skiing somewhere."
The idea of skiing is very old — cave paintings depicting skiers date back as far as 5000 BC!,ཨིསི་ཀི་ཡིང་རྩེད་ནིའདི་ གནམ་མེད་ས་མེད་རྙིངམ་ཤོས་ཅིག་ཨིན། དེ་ཡང་ བྱག་ཕུག་ནང་ཡོད་མི་ལྡེབས་རི་ཚུ་བལྟཝ་ད་ ཨིསི་ཀི་ཡརས་ཚུ་ ཡེ་ཤུ་པའི་ལོ་ ༥༠༠༠ ལུ་རང་སྡོད་ནུག།,གངས་རི་བརྒལ་ནི་གི་བསམ་འཆར་འདི་ གནམ་མེད་ས་མེད་རྙིངམ་ཅིག་ཨིན། གངས་རི་བརྒལ་མི་ཚུ་སྟོན་མི་ བྱག་ཕུག་གི་རི་མོ་ཚུ་ བི་སི་༥༠༠༠ ཚུན་ཚོད་ བཟོ་ཡོདཔ་ཨིན།,"Skiing is a very old sport. In other words, if you look at the cave paintings, the Squires lived in 5,000 B.C."
"Downhill skiing as a sport goes back to at least the 17th century, and in 1861 the first recreational ski club was opened by Norwegians in Australia.",ཨིསི་ཀི་ཡིང་འདི་རྩེདམོ་སྦེ་ དུས་རབས་ ༡༧ ལུ་རང་སྡོད་ནུག། དེ་ལས་ སྤྱི་ལོ་ ༡༨༦༡ ལུ་ སྤྲོ་གསེང་གི་དོན་ལུ་ ཨིསི་ཀི་སྡེ་ཁང་དང་པ་འདི་ ནོར་ཝེའི་མི་ཚུ་གིས་ ཨོསི་ཊེ་ལི་ཡཱ་ལུ་འགོ་བཙུགས་ནུག།,གངས་རི་ལས་མར་འབབ་སྟེ་ གངས་རི་བརྒལ་ནི་འདི་ རྩེད་རིགས་ཅིག་སྦེ་ དུས་རབས་༡༧པའི་ནང་ འགོ་བཙུགས་ཡོདཔ་དང་ སྤྱི་ལོ་༡༨༦༡ལུ་ ནོར་ཝེ་གི་མི་ཚུ་གིས་ ཨཱསི་ཊེ་ལི་ཡ་ལུ་ སྤྲོ་བའི་དོན་ལུ་ གངས་རི་བརྒལ་ནི་གི་སྡེ་ཚན་འགོ་དང་པ་འདི་ སྒོ་ཕྱེ་ནུག,"Skiing as a sport lived on in the 17th century. Then, in 1861, the first recreational ski club was started in Australia by Norwegians."
